method,placement_id,x,y,state,yaw_deg,task_success,lift_contact_success,termination,final_lift_m,ik_failures,wrist_p95_m,max_actual_accel
fixed,27,0.5,0.30000000000000016,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.222654452547431,0,0.04077202044427395,336.44740104675293
fixed,28,0.6000000000000001,0.30000000000000016,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2223376240581274,0,0.039523261412978176,806.3300228118896
fixed,29,0.3,0.4500000000000003,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22355656884610653,0,0.04076352808624506,143.6063003540039
fixed,30,0.4,0.4500000000000003,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22015764378011227,0,0.04080645199865103,183.97619247436523
fixed,31,0.5,0.4500000000000003,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22261345945298672,0,0.042115501873195176,256.22105598449707
fixed,32,0.6000000000000001,0.4500000000000003,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.21866597793996334,0,0.041041843034327036,337.70307540893555
fixed,33,0.3,0.6000000000000002,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2213555183261633,0,0.041546108387410643,138.29908847808838
fixed,34,0.4,0.6000000000000002,grasp,0.0,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.220530828461051,0,0.04198134448379278,168.75097274780273
selected,0,0.3,-0.6,grasp,-33.43494882292201,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22992373071610928,0,0.04026470836251974,159.22936499118805
selected,1,0.4,-0.6,grasp,-56.309932474020215,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22883052192628384,0,0.041293449327349664,166.00486278533936
selected,2,0.3,-0.44999999999999996,grasp,-26.309932474020215,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2283643539994955,0,0.040567795373499395,157.77111053466797
selected,3,0.4,-0.44999999999999996,grasp,-18.366460663429798,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2289061453193426,0,0.0399278074502945,124.07007694244385
selected,4,0.5,-0.44999999999999996,grasp,-11.987212495816657,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22416049800813198,0,0.0463745504617691,173.75099122524261
selected,5,0.6000000000000001,-0.44999999999999996,failed,-36.86989764584401,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.46451997756958e-07,0,0.10156296715140341,2489.215850830078
selected,6,0.3,-0.29999999999999993,grasp,15.000000000000007,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.223593195900321,0,0.039834570698440076,93.89509856700897
selected,7,0.4,-0.29999999999999993,grasp,23.130102354155987,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22276677750051022,0,0.03967910520732403,92.09895372390747
selected,8,0.5,-0.29999999999999993,grasp,-0.9637565320735177,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22898935340344906,0,0.04079891070723534,161.85711979866028
selected,9,0.6000000000000001,-0.29999999999999993,failed,3.434948822922017,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.427267074584961e-07,0,0.058933947235345834,283.45741868019104
selected,10,0.3,-0.1499999999999999,grasp,33.434948822922024,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22398859821259975,0,0.03946739211678505,100.16229808330536
selected,11,0.4,-0.1499999999999999,grasp,39.44395478041655,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.225475138053298,0,0.039676117524504666,119.65356588363647
selected,12,0.5,-0.1499999999999999,grasp,43.30075576600639,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2217820342630148,0,0.03978944960981608,123.68414640426636
selected,13,0.6000000000000001,-0.1499999999999999,grasp,15.963756532073532,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22901970706880093,0,0.040737159922719,158.85210871696472
selected,14,0.7000000000000002,-0.1499999999999999,grasp,-12.094757077012092,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22866269014775753,0,0.04092311896383762,146.7666792869568
selected,15,0.3,1.1102230246251565e-16,grasp,60.00000000000002,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22292420826852322,0,0.03950435239821673,120.46561002731323
selected,16,0.4,1.1102230246251565e-16,grasp,60.000000000000014,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2229181732982397,0,0.039694831147789954,104.00262594223022
selected,17,0.5,1.1102230246251565e-16,grasp,60.000000000000014,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22258744202554226,0,0.039975583553314216,116.03598475456238
selected,18,0.6000000000000001,1.1102230246251565e-16,grasp,30.00000000000001,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22842041216790676,0,0.04066077005118132,135.66713869571686
selected,19,0.7000000000000002,1.1102230246251565e-16,grasp,9.08729908989576e-15,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22925502620637417,0,0.04115705508738756,165.66820621490479
selected,20,0.3,0.15000000000000013,grasp,86.565051177078,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2241234090179205,0,0.038862586393952354,102.17095255851746
selected,21,0.4,0.15000000000000013,grasp,80.55604521958348,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22373863123357296,0,0.03980426695197821,148.30199897289276
selected,22,0.5,0.15000000000000013,grasp,76.69924423399364,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22351967357099056,0,0.04020632393658161,126.37019276618958
selected,23,0.6000000000000001,0.15000000000000013,grasp,44.03624346792649,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22866499982774258,0,0.04097345191985369,146.49906635284424
selected,24,0.7000000000000002,0.15000000000000013,grasp,12.094757077012108,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22802970372140408,0,0.04091781247407198,184.19148445129395
selected,25,0.3,0.30000000000000016,grasp,105.00000000000003,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22485153935849667,0,0.03937633447349072,123.458411693573
selected,26,0.4,0.30000000000000016,grasp,96.86989764584403,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22432208620011806,0,0.039776508696377284,124.19477194547653
selected,27,0.5,0.30000000000000016,grasp,60.96375653207353,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22844905219972134,0,0.04083362277597189,147.89026021957397
selected,28,0.6000000000000001,0.30000000000000016,failed,56.565051177078,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.4458935260772705e-07,0,0.10223501659929753,387.9276645183563
selected,29,0.3,0.4500000000000003,grasp,86.30993247402023,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22857063077390194,0,0.040717745944857595,132.0386552810669
selected,30,0.4,0.4500000000000003,grasp,78.36646066342982,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22810708545148373,0,0.039888246171176436,144.83495950698853
selected,31,0.5,0.4500000000000003,failed,71.98721249581668,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.4831464290618896e-07,0,0.06721563935279846,241.906156539917
selected,32,0.6000000000000001,0.4500000000000003,grasp,36.869897645844034,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2289989646524191,0,0.041481475345790386,183.00570487976074
selected,33,0.3,0.6000000000000002,grasp,93.43494882292202,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22991602681577206,0,0.04035015683621168,159.0704995393753
selected,34,0.4,0.6000000000000002,grasp,56.30993247402022,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22099836729466915,0,0.04093273188918829,169.38626289367676
bounded,0,0.3,-0.6,grasp,-33.43494882292201,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22992373071610928,0,0.04026470836251974,159.22936499118805
bounded,1,0.4,-0.6,grasp,-56.309932474020215,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2288318332284689,0,0.041293449327349664,166.00486278533936
bounded,2,0.3,-0.44999999999999996,grasp,-26.309932474020215,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2283643539994955,0,0.040567795373499395,157.77111053466797
bounded,3,0.4,-0.44999999999999996,grasp,-18.366460663429798,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2289061453193426,0,0.0399278074502945,124.07007694244385
bounded,4,0.5,-0.44999999999999996,grasp,-11.987212495816657,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22416049800813198,0,0.0463745504617691,173.75099122524261
bounded,5,0.6000000000000001,-0.44999999999999996,failed,-36.86989764584401,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.46451997756958e-07,0,0.10156296715140341,2489.215850830078
bounded,6,0.3,-0.29999999999999993,grasp,15.000000000000007,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.223593195900321,0,0.039834570698440076,93.89509856700897
bounded,7,0.4,-0.29999999999999993,grasp,23.130102354155987,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22276677750051022,0,0.03967910520732403,92.09895372390747
bounded,8,0.5,-0.29999999999999993,grasp,-0.9637565320735177,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22898935340344906,0,0.04079891070723534,161.85711979866028
bounded,9,0.6000000000000001,-0.29999999999999993,failed,3.434948822922017,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.427267074584961e-07,0,0.058933947235345834,283.45741868019104
bounded,10,0.3,-0.1499999999999999,grasp,33.434948822922024,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22398859821259975,0,0.03946739211678505,100.16229808330536
bounded,11,0.4,-0.1499999999999999,grasp,39.44395478041655,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.225475138053298,0,0.039676117524504666,119.65356588363647
bounded,12,0.5,-0.1499999999999999,grasp,43.30075576600639,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2217820342630148,0,0.03978944960981608,123.68414640426636
bounded,13,0.6000000000000001,-0.1499999999999999,grasp,15.963756532073532,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22901970706880093,0,0.040737159922719,158.85210871696472
bounded,14,0.7000000000000002,-0.1499999999999999,grasp,-12.094757077012092,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22866269014775753,0,0.04092311896383762,146.7666792869568
bounded,15,0.3,1.1102230246251565e-16,grasp,60.00000000000002,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22292420826852322,0,0.03950435239821673,120.46561002731323
bounded,16,0.4,1.1102230246251565e-16,grasp,60.000000000000014,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2229181732982397,0,0.039694831147789954,104.00262594223022
bounded,17,0.5,1.1102230246251565e-16,grasp,60.000000000000014,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22258744202554226,0,0.039975583553314216,116.03598475456238
bounded,18,0.6000000000000001,1.1102230246251565e-16,grasp,30.00000000000001,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22842041216790676,0,0.04066077005118132,135.66713869571686
bounded,19,0.7000000000000002,1.1102230246251565e-16,grasp,9.08729908989576e-15,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22925502620637417,0,0.04115705508738756,165.66820621490479
bounded,20,0.3,0.15000000000000013,grasp,86.565051177078,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.2241234090179205,0,0.038862586393952354,102.17095255851746
bounded,21,0.4,0.15000000000000013,grasp,80.55604521958348,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22373863123357296,0,0.03980426695197821,148.30199897289276
bounded,22,0.5,0.15000000000000013,grasp,76.69924423399364,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22351967357099056,0,0.04020632393658161,126.37019276618958
bounded,23,0.6000000000000001,0.15000000000000013,grasp,44.03624346792649,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22866499982774258,0,0.04097345191985369,146.49906635284424
bounded,24,0.7000000000000002,0.15000000000000013,grasp,12.094757077012108,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22802970372140408,0,0.04091781247407198,184.19148445129395
bounded,25,0.3,0.30000000000000016,grasp,105.00000000000003,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22485153935849667,0,0.03937633447349072,123.458411693573
bounded,26,0.4,0.30000000000000016,grasp,96.86989764584403,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22432208620011806,0,0.039776508696377284,124.19477194547653
bounded,27,0.5,0.30000000000000016,grasp,60.96375653207353,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22844905219972134,0,0.04083362277597189,147.89026021957397
bounded,28,0.6000000000000001,0.30000000000000016,failed,56.565051177078,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.4458935260772705e-07,0,0.10223501659929753,387.9276645183563
bounded,29,0.3,0.4500000000000003,grasp,86.30993247402023,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22857063077390194,0,0.040717745944857595,132.0386552810669
bounded,30,0.4,0.4500000000000003,grasp,78.36646066342982,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22810708545148373,0,0.039888246171176436,144.83495950698853
bounded,31,0.5,0.4500000000000003,failed,71.98721249581668,False,False,"{""time_out"": false, ""demo_end_reached"": false, ""success"": false, ""object_deviation"": true, ""hand_far_from_object"": false}",-3.4458935260772705e-07,0,0.06755534969270229,278.0680847167969
bounded,32,0.6000000000000001,0.4500000000000003,grasp,36.869897645844034,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22893338464200497,0,0.04137790910899639,183.49574089050293
bounded,33,0.3,0.6000000000000002,grasp,93.43494882292202,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22991602681577206,0,0.04035015683621168,159.0704995393753
bounded,34,0.4,0.6000000000000002,grasp,56.30993247402022,True,True,"{""time_out"": false, ""demo_end_reached"": true, ""success"": true, ""object_deviation"": false, ""hand_far_from_object"": false}",0.22133763693273067,0,0.04093273188918829,169.38626289367676
